Assembly	Temperature	pH	RefLink	genome_size	L50	N50	Domain	Phylum	Class	Order	Family	Genus	Species	tax_cluster_id	NCBI_Species
GCA_004745425.1	Mesophiles	Alkaliphiles	https://doi.org/10.1099/ijsem.0.004453	2592212	5	223424	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus sp004745425	2052935	Methanolobus halotolerans
GCA_004765815.2	Mesophiles		https://doi.org/10.1007/s00203-016-1253-1	4753237	4	377066	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus	Halorussus salinus	1364935	Halorussus salinus
GCA_004799665.1	Mesophiles		https://pubmed.ncbi.nlm.nih.gov/24677144/	3452056	1	3452056	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum	Halapricum salinum	1457250	Halapricum salinum strain CBA1105
GCA_004923255.1	Psychrophiles		https://pubmed.ncbi.nlm.nih.gov/29214367/	4043135	15	87665	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Subtercola	Subtercola vilae	2056433	Subtercola vilae
GCA_005954745.1	Mesophiles		https://doi.org/10.1099/ijsem.0.004003	3942449	1	3203198	Archaea	Halobacteriota	Halobacteria	Halobacteriales	QS-9-68-17	Halostella	Halostella pelagica	2583824	Halostella pelagica
GCA_006094395.1	Mesophiles		https://bacdive.dsmz.de/strain/14544	2572027	1	2517618	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	1283	Staphylococcus haemolyticus
GCA_006716115.1	Psychrophiles		https://doi.org/10.1099/00207713-50-5-1731	4214389	1	4049182	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Subtercola	Subtercola boreus	120213	Subtercola boreus
GCA_006757745.1	Mesophiles		https://bacdive.dsmz.de/strain/155470	3433938	1	3038795	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	575589	Acinetobacter radioresistens SH164
GCA_007004735.1	Thermophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003951	4196798	3	646974	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Salinigranum	Salinigranum halophilum	2565931	Salinigranum halophilum
GCA_007197645.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.005152	5939027	14	126784	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella hanedai	25	Shewanella hanedai
GCA_007475525.1	Thermophiles	Acidophiles	https://doi.org/10.1128/genomea.00065-15	2202032	1	2202032	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum kamchatkense	1202785	Methylacidiphilum kamchatkense Kam1
GCA_007567505.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64469-0	4912773	1	4912773	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella donghaensis	238836	Shewanella donghaensis
GCA_007671655.1	Mesophiles		https://doi.org/10.1007/s00284-014-0754-x	3336972	2	1134880	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter piscensis	1562308	Marinobacter piscensis
GCA_007671675.1	Psychrophiles		https://doi.org/10.1099/ijs.0.63478-0	4357025	2	1081963	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter maritimus	277961	Marinobacter maritimus
GCA_007988865.1		Alkaliphiles	https://bacdive.dsmz.de/strain/2243	1991267	8	74984	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium kapii	426704	Alkalibacterium kapii
GCA_007991715.1	Thermophiles	Acidophiles	https://doi.org/10.1016/B978-0-12-384730-0.00404-3	4033884	12	113686	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidoterrestris_A	1450	Alicyclobacillus acidoterrestris
GCA_007997305.1	Psychrophiles		https://doi.org/10.1128/jb.01137-08	2846672	1	1603164	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter frigidicola	45611	Psychrobacter frigidicola
GCA_008122205.1		Alkaliphiles	https://doi.org/10.1007/s00284-021-02740-1	5316806	6	288393	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronococcus	Natronococcus sp008122205	2055836	Natronococcus pandeyae
GCA_008124605.1	Mesophiles		https://doi.org/10.1089%2Fomi.2012.0117	2364912	2	544557	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	2597657	Halobacterium salinarum
GCA_008245225.1		Alkaliphiles	https://doi.org/10.1099/ijsem.0.003986	4201486	11	129190	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobius	Natrarchaeobius swarupiae	2448032	Natrialba swarupiae
GCA_008369445.1		Alkaliphiles	https://doi.org/10.1007/s00203-020-01988-8	3936980	2	1002891	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas fodinaquatilis	2565783	Aureimonas fodinaquatilis
GCA_008931805.1	Psychrophiles		https://doi.org/10.1128/jb.01382-12	4760425	1	4734363	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Moritellaceae	Moritella	Moritella marina	1202962	Moritella marina ATCC 15381
GCA_009183365.2	Mesophiles		https://bacdive.dsmz.de/strain/14062	4924764	1	4924764	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella algae	38313	Shewanella algae
GCA_009392895.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.64222-0	4348483	1	3352994	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	Natronorubrum aibiense	348826	Natronorubrum aibiense
GCA_009617755.1	Mesophiles		https://doi.org/10.1099/ijs.0.64862-0	4150758	1	2483642	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter salsuginis	418719	Marinobacter salsuginis
GCA_009662475.1		Acidophiles	https://doi.org/10.1128/jb.06281-11	3415726	1	3415726	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus thiooxidans	930	Acidithiobacillus thiooxidans
GCA_009729015.1	Hyperthermophiles	Acidophiles	https://doi.org/10.1016/j.bbabio.2003.08.011 /	2252027	1	2252027	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus ambivalens	2283	Acidianus ambivalens
GCA_009729035.1	Thermophiles	Acidophiles	https://doi.org/10.1128/mra.01490-19	1987069	1	1987069	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Stygiolobus	Stygiolobus azoricus	1313299	Stygiolobus azoricus
GCA_009729055.1	Thermophiles	Acidophiles	https://doi.org/10.1099/00207713-48-2-451	2803915	1	2803915	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Sulfurisphaera	Sulfurisphaera ohwakuensis	69656	Sulfurisphaera ohwakuensis
GCA_009729545.1	Hyperthermophiles		https://bacdive.dsmz.de/strain/16642	2222414	1	2186600	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus infernus	12915	Acidianus infernus So4a
GCA_009735625.1	Thermophiles		https://doi.org/10.1099/00207713-47-4-969	3559563	1	3509388	Bacteria	Firmicutes_B	Moorellia	Moorellales	Moorellaceae	Moorella	Moorella glycerini	55779	Moorella glycerini
GCA_009759685.1	Mesophiles		https://doi.org/10.2166/wst.2018.409	3990388	1	3980848	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	509170	Acinetobacter baumannii SDF
GCA_009765685.1		Acidophiles	https://doi.org/10.1099/00207713-50-4-1539	6380195	45	42347	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	LMUY01	LMUY01 sp009765685	1641851	Acidisphaera sp. L21
GCA_009765975.1		Acidophiles	https://doi.org/10.1099/00207713-50-4-1539	8370829	53	48156	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	Rhodopila sp009765975	1747223	Acidisphaera sp. S103
GCA_009791395.1	Mesophiles		https://doi.org/10.1099/ijs.0.020677-0	4069707	9	129742	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomarina	Halomarina oriensis	671145	Halomarina oriensis
GCA_009914725.1	Psychrophiles		https://www.nature.com/articles/s41586-019-1916-6	2189363	25	26803	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Methanogenium sp009914725	2599926	Methanogenium sp. MK-MG
GCA_009938015.1		Acidophiles	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.004166	3452774	1	3452774	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuriferulaceae	Sulfuriferula	Sulfuriferula plumbiphila	171865	Sulfuriferula plumbiphila
GCA_010119195.1	Mesophiles		https://pubmed.ncbi.nlm.nih.gov/25721722/	3788104	3	429703	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula salina	1429914	Halomicroarcula salina
GCA_010119205.1	Mesophiles		https://pubmed.ncbi.nlm.nih.gov/24554639/	3906684	2	1112922	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula	Halomicroarcula limicola	1429915	Halomicroarcula limicola
GCA_010604095.1	Mesophiles		https://bacdive.dsmz.de/strain/14794	2173350	7	106953	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000187445	1343	Streptococcus vestibularis
GCA_011049865.1	Psychrophiles		https://doi.org/10.1099/ijs.0.035774-0	3929789	32	39581	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter antarcticus_A	564117	Marinobacter antarcticus
GCA_013282665.1	Mesophiles		https://bacdive.dsmz.de/strain/6875	2788056	1	2787956	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria monocytogenes_C	552536	Listeria monocytogenes HCC23
GCA_013340765.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijsem.0.004595	1593902	1	1593902	Archaea	Thermoproteota	Nitrososphaeria	Conexivisphaerales	Conexivisphaeraceae	Conexivisphaera	Conexivisphaera calida	1874277	Conexivisphaera calidus
GCA_013343115.1	Mesophiles		https://bacdive.dsmz.de/strain/14767	2358846	1	2358846	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis_H	888825	Streptococcus sanguinis VMC66
GCA_013343295.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.070870-0	2176897	1	2176897	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera tengchongensis	1532350	Metallosphaera tengchongensis
GCA_013388255.1	Thermophiles		https://doi.org/10.1099/ijs.0.003772-0	2704953	1	2704953	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus zinderi	536044	Methanolobus zinderi strain DSM 21339
GCA_013760845.1	Thermophiles	Alkaliphiles	https://pubmed.ncbi.nlm.nih.gov/24052627/	3405528	5	287831	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_B	Anoxybacillus_B calidus	575178	Anoxybacillus calidus
GCA_014196195.1	Thermophiles	Alkaliphiles	https://doi.org/10.1007/s00284-017-1239-5	3705654	4	395749	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_A	Anoxybacillus_A rupiensis	1895648	Anoxybacillus sp. UARK-01
GCA_014200405.1	Psychrophiles		https://doi.org/10.1099/ijs.0.011775-0	4531652	1	4452429	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium roopkundense	1001240	Cryobacterium roopkundense
GCA_014201585.1	Thermophiles	Alkaliphiles	https://doi.org/10.1099/ijs.0.020834-0	2727467	5	204425	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus tengchongensis	576944	Anoxybacillus tengchongensis
GCA_014201825.1		Acidophiles	https://doi.org/10.1007/s00792-013-0566-0	2877351	4	176884	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	Acidocella aromatica	1303579	Acidocella aromatica
GCA_014635045.1	Mesophiles		https://bacdive.dsmz.de/strain/14652	2849797	3	327335	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus nepalensis	214473	Staphylococcus nepalensis
GCA_014646555.1	Hyperthermophiles	Acidophiles	https://doi.org/10.1099/00207713-52-4-1097	2424395	4	197950	Archaea	Thermoproteota	Thermoproteia	Thermoproteales	Thermocladiaceae	Vulcanisaeta	Vulcanisaeta souniana	1293586	Vulcanisaeta souniana JCM 11219
GCA_014647115.1	Mesophiles	Acidophiles	https://doi.org/10.1099/ijs.0.049262-0	2813544	3	499095	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum rubridurum	489911	Halarchaeum rubridurum
GCA_014647135.1	Mesophiles		https://bacdive.dsmz.de/strain/14084	4600673	9	174956	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella xiamenensis	332186	Shewanella xiamenensis
GCA_014647155.1		Acidophiles	https://doi.org/10.1099/ijs.0.054668-0	3141185	4	406912	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum nitratireducens	489913	Halarchaeum nitratireducens
GCA_014647455.2		Acidophiles	https://doi.org/10.1099/ijsem.0.000501	3024665	2	718014	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum grantii	1193105	Halarchaeum grantii
GCA_014651955.1	Mesophiles		https://doi.org/10.1099/ijs.0.017046-0	3905718	8	179772	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella fodinae	552357	Shewanella fodinae
GCA_014784055.1	Psychrophiles		https://pubmed.ncbi.nlm.nih.gov/27902190/	3800626	1	3800626	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter haliotis	1888915	Polaribacter haliotis
GCA_015163485.1	Hyperthermophiles		https://doi.org/10.1128/aem.02705-14	1901114	3	303302	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus acetivorans_A	565033	Geoglobus acetivorans
GCA_015223105.1	Psychrophiles		https://doi.org/10.1007/s00203-021-02744-2	2830228	2	472214	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium aquaticum_A	1236486	Flavobacterium proteolyticum
GCA_015276835.1	Mesophiles		https://bacdive.dsmz.de/strain/136614	2878821	2	504736	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria innocua	1642	Listeria innocua
GCA_016107535.1	Psychrophiles		https://doi.org/10.1099/ijs.0.63398-0	3242921	7	97459	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter cibarius	282669	Psychrobacter cibarius
GCA_016406305.1	Mesophiles		https://bacdive.dsmz.de/strain/14054	4575397	1	4575397	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella putrefaciens_C	24	Shewanella putrefaciens
GCA_016406325.1	Mesophiles		https://bacdive.dsmz.de/strain/14054	4386330	1	4386330	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella putrefaciens	24	Shewanella putrefaciens
GCA_017298635.1	Thermophiles	Acidophiles	https://doi.org/10.1093%2Fg3journal%2Fjkac225	5293537	1	5245674	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_B	Alicyclobacillus_B ferrooxydans_B	471514	Alicyclobacillus ferrooxydans (Alicyclobacillus mengziensis)
GCA_017298655.1		Acidophiles	https://doi.org/10.1099/ijsem.0.005285	6027356	1	5970476	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_B	Alicyclobacillus_B ferrooxydans_A	471514	Alicyclobacillus ferrooxydans (Alicyclobacillus curvatus)
GCA_017310505.1	Thermophiles	Acidophiles	https://biotechnologyforbiofuels.biomedcentral.com/articles/10.1186/s13068-022-02105-1#Bib1	2254698	1	2254698	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum sp004421255	1847729	Methylacidiphilum sp. Phi
GCA_017873335.1	Hyperthermophiles		https://doi.org/10.1093/protein/10.8.905	2034780	2	394548	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus stetteri	49900	Thermococcus stetteri
GCA_017873625.1	Mesophiles		https://doi.org/10.1099/ijs.0.022723-0	2468550	5	222368	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium petrolearium	710190	Methanobacterium petrolearium
GCA_017873855.1	Mesophiles		https://doi.org/10.1099/ijs.0.035048-0	2662345	1	2380242	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea_B	Methanolinea_B mesophila	547055	Methanolinea mesophila
GCA_017874375.1	Mesophiles		https://doi.org/10.1099/ijs.0.063677-0	2116010	2	690823	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus levihalophilus	1431282	Methanohalophilus levihalophilus
GCA_018228765.1	Mesophiles		https://doi.org/10.1007/s12275-022-2173-1	3021820	1	3021820	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum sp000296615	35743	Halorubrum ruber
GCA_018853935.1		Acidophiles	https://doi.org/10.1007/s00792-009-0282-y	4623392	76	17737	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans	160808	Acidithiobacillus ferrivorans
GCA_018854495.1		Acidophiles	https://doi.org/10.1074%2Fmcp.M700042-MCP200	3011393	44	21030	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans_C	920	Acidithiobacillus ferrooxidans
GCA_018860765.1		Alkaliphiles	https://doi.org/10.1099/ijsem.0.002337	4133335	3	350244	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter salexigens_A	1925763	Marinobacter salexigens
GCA_018861005.1	Psychrophiles	Alkaliphiles	https://doi.org/10.1099/ijsem.0.001591	3934366	7	255404	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter vadi_A	1774273	Polaribacter vadi
GCA_019263745.1	Mesophiles		https://bacdive.dsmz.de/strain/7132	3393136	1	3393136	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum sp012729995	323259	Methanospirillum hungatei
GCA_900079115.1	Hyperthermophiles	Acidophiles	https://doi.org/10.1099/ijsem.0.002665	3034024	1	3034024	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus solfataricus	2287	Saccharolobus solfataricus
GCA_900095385.1	Mesophiles		https://doi.org/10.1099/00207713-51-5-1663	2649157	14	63156	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus chikugoensis_A	1293042	Methanoculleus chikugoensis
GCA_900095815.1	Thermophiles		https://doi.org/10.1099/00207713-50-1-43	1686891	1	1686891	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter wolfeii	145261	Methanothermobacter wolfeii SIV6
GCA_900095845.1	Mesophiles		https://www.sciencedirect.com/science/article/pii/S2052297516301251?via%3Dihub	1925331	1	1305823	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus timonensis	1852387	Streptococcus timonensis
GCA_900099915.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02310-0	3808360	7	168100	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium omnivorum	178355	Flavobacterium omnivorum
GCA_900100875.1	Mesophiles		https://doi.org/10.1099/ijs.0.051375-0	3871751	2	978394	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halopelagius	Halopelagius longus	1236180	Halopelagius longus
GCA_900101115.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64750-0	3247111	9	111349	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium psychrotolerans	386301	Cryobacterium psychrotolerans
GCA_900101165.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.65602-0	2364962	20	31707	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium thalassium	426701	Alkalibacterium thalassium
GCA_900101915.1	Psychrophiles		https://pubmed.ncbi.nlm.nih.gov/23868329/	3062581	9	114004	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter pacificensis	112002	Psychrobacter pacificensis
GCA_900102145.1	Thermophiles		https://doi.org/10.1099/ijs.0.007690-0	2442297	14	58107	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus arciformis	482827	Thermus arciformis
GCA_900103715.1	Mesophiles		https://doi.org/10.1099/ijs.0.024976-0	3770187	2	946809	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halogranum	Halogranum gelatinilyticum	660521	Halogranum gelatinilyticum
GCA_900103805.1	Psychrophiles		https://doi.org/10.1099/ijs.0.033738-0	4040838	6	301398	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium flavum	1424659	Cryobacterium flavum
GCA_900104065.1	Mesophiles	Alkaliphiles	https://doi.org/10.1099/ijs.0.053629-0	4009868	2	1138740	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronobacterium	Natronobacterium texcoconense	1095778	Natronobacterium texcoconense
GCA_900104215.1		Alkaliphiles	GCA_900104215.1	3602125	8	192482	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum thiosulfatophilum	617002	Desulfonatronum thiosulfatophilum
GCA_900105965.1	Psychrophiles		https://doi.org/10.1099/ijs.0.017178-0	4622641	1	4238022	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Specibacter	Specibacter alpinus	656366	Arthrobacter alpinus
GCA_900106645.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02857-0	3856409	7	214274	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium degerlachei	229203	Flavobacterium degerlachei
GCA_900129575.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02857-0	3463995	4	404617	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium segetis	271157	Flavobacterium degerlachei
GCA_900106945.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.2008/000786-0	3971609	5	348931	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter mobilis	488533	Marinobacter mobilis
GCA_900107035.1	Thermophiles	Acidophiles	https://doi.org/10.1128%2FJB.01612-12	2859702	7	147474	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus hesperidum	89784	Alicyclobacillus hesperidum
GCA_900107635.1	Psychrophiles		https://doi.org/10.1099/00207713-50-3-1055	4377959	6	267495	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium gillisiae	150146	Flavobacterium gillisiae
GCA_900108015.1	Psychrophiles		https://doi.org/10.1099/ijs.0.030049-0	3439151	5	228498	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium urumqiense	935224	Flavobacterium urumqiense
GCA_900108085.1		Alkaliphiles	https://bacdive.dsmz.de/strain/17702	4834448	12	136814	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus boritolerans	1120964	Algoriphagus boritolerans DSM 17298 = JCM 18970
GCA_900108095.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.015602-0	3782545	2	913933	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	Natronorubrum sediminis	640943	Natronorubrum sediminis
GCA_900109085.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.042556-0	2181898	15	40404	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium gilvum	1130080	Alkalibacterium gilvum
GCA_900109325.1		Alkaliphiles	https://bacdive.dsmz.de/strain/2246	2638902	6	146185	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium pelagium	426702	Alkalibacterium pelagium
GCA_900109825.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.65602-0	2600402	14	64053	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium putridalgicola	426703	Alkalibacterium putridalgicola
GCA_900110125.1	Psychrophiles		https://doi.org/10.1099/ijs.0.033738-0	3834069	7	174783	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium luteum	1424661	Cryobacterium luteum
GCA_900110375.1	Psychrophiles	Alkaliphiles	https://doi.org/10.1099/ijs.0.014126-0	3520953	4	301652	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sinopsychrotolerans	604089	Flavobacterium sinopsychrotolerans
GCA_900110455.1	Mesophiles		https://doi.org/10.1099/ijs.0.050971-0	4272165	3	818401	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema salifodinae	1202768	Halopiger salifodinae
